cut,type_pre,type_post,theta,exp_theta
dn_vnc,DNae006,IN21A054,0.0,1.0
dn_vnc,DNae006,IN21A063,0.0,1.0
dn_vnc,DNae006,INXXX003,0.0,1.0
dn_vnc,DNae006,INXXX304,0.0,1.0
dn_vnc,DNae006,MNhm03,0.0,1.0
dn_vnc,DNae006,hg2 MN,0.0,1.0
dn_vnc,DNae006,i1 MN,0.0,1.0
dn_vnc,DNae006,w-cHIN,0.0,1.0
dn_vnc,DNae007,IN01A023,0.0,1.0
dn_vnc,DNae007,IN01A025,0.0,1.0
dn_vnc,DNae007,IN01A035,0.0,1.0
dn_vnc,DNae007,IN01A073,0.0,1.0
dn_vnc,DNae007,IN01A079,0.0,1.0
dn_vnc,DNae007,IN01A080_c,0.0,1.0
dn_vnc,DNae007,IN03A015,0.0,1.0
dn_vnc,DNae007,IN03A019,0.0,1.0
dn_vnc,DNae007,IN03B015,0.0,1.0
dn_vnc,DNae007,IN03B016,0.0,1.0
dn_vnc,DNae007,IN03B042,0.0,1.0
dn_vnc,DNae007,IN07B029,0.0,1.0
dn_vnc,DNae007,IN07B104,0.0,1.0
dn_vnc,DNae007,IN08A006,0.0,1.0
dn_vnc,DNae007,IN12A003,0.0,1.0
dn_vnc,DNae007,IN12A008,0.0,1.0
dn_vnc,DNae007,IN19A003,0.0,1.0
dn_vnc,DNae007,IN19A017,0.0,1.0
dn_vnc,DNae007,IN19B107,0.0,1.0
dn_vnc,DNae007,IN26X002,0.0,1.0
dn_vnc,DNae007,INXXX036,0.0,1.0
dn_vnc,DNae007,INXXX468,0.0,1.0
dn_vnc,DNae008,IN01A023,0.0,1.0
dn_vnc,DNae008,IN01A053,0.0,1.0
dn_vnc,DNae008,IN01A054,0.0,1.0
dn_vnc,DNae008,IN01A058,0.0,1.0
dn_vnc,DNae008,IN01A081,0.0,1.0
dn_vnc,DNae008,IN02A034,0.0,1.0
dn_vnc,DNae008,IN02A035,0.0,1.0
dn_vnc,DNae008,IN03A010,0.0,1.0
dn_vnc,DNae008,IN03B015,0.0,1.0
dn_vnc,DNae008,IN03B032,0.0,1.0
dn_vnc,DNae008,IN04B074,0.0,1.0
dn_vnc,DNae008,IN05B010,0.0,1.0
dn_vnc,DNae008,IN05B041,0.0,1.0
dn_vnc,DNae008,IN06B006,0.0,1.0
dn_vnc,DNae008,IN06B012,0.0,1.0
dn_vnc,DNae008,IN06B020,0.0,1.0
dn_vnc,DNae008,IN06B047,0.0,1.0
dn_vnc,DNae008,IN06B088,0.0,1.0
dn_vnc,DNae008,IN07B006,0.0,1.0
dn_vnc,DNae008,IN07B010,0.0,1.0
dn_vnc,DNae008,IN07B034,0.0,1.0
dn_vnc,DNae008,IN08A006,0.0,1.0
dn_vnc,DNae008,IN08A029,0.0,1.0
dn_vnc,DNae008,IN08A032,0.0,1.0
dn_vnc,DNae008,IN08A034,0.0,1.0
dn_vnc,DNae008,IN08A037,0.0,1.0
dn_vnc,DNae008,IN08A048,0.0,1.0
dn_vnc,DNae008,IN08B058,0.0,1.0
dn_vnc,DNae008,IN08B082,0.0,1.0
dn_vnc,DNae008,IN09A007,0.0,1.0
dn_vnc,DNae008,IN09A011,0.0,1.0
dn_vnc,DNae008,IN10B007,0.0,1.0
dn_vnc,DNae008,IN11A035,0.0,1.0
dn_vnc,DNae008,IN12B009,0.0,1.0
dn_vnc,DNae008,IN12B010,0.0,1.0
dn_vnc,DNae008,IN12B044_e,0.0,1.0
dn_vnc,DNae008,IN12B048,0.0,1.0
dn_vnc,DNae008,IN13B006,0.0,1.0
dn_vnc,DNae008,IN16B045,0.0,1.0
dn_vnc,DNae008,IN19A003,0.0,1.0
dn_vnc,DNae008,IN19A017,0.0,1.0
dn_vnc,DNae008,IN20A.22A003,0.0,1.0
dn_vnc,DNae008,IN21A013,0.0,1.0
dn_vnc,DNae008,IN21A017,0.0,1.0
dn_vnc,DNae008,"IN21A045,IN21A046",0.0,1.0
dn_vnc,DNae008,IN21A057,0.0,1.0
dn_vnc,DNae008,IN21A064,0.0,1.0
dn_vnc,DNae008,IN23B001,0.0,1.0
dn_vnc,DNae008,IN26X002,0.0,1.0
dn_vnc,DNae008,INXXX031,0.0,1.0
dn_vnc,DNae008,INXXX045,0.0,1.0
dn_vnc,DNae008,INXXX056,0.0,1.0
dn_vnc,DNae008,INXXX065,0.0,1.0
dn_vnc,DNae008,INXXX287,0.0,1.0
dn_vnc,DNae008,INXXX290,0.0,1.0
dn_vnc,DNae008,INXXX402,0.0,1.0
dn_vnc,DNae008,MNad05,0.0,1.0
dn_vnc,DNae008,MNad43,0.0,1.0
dn_vnc,DNae009,AN07B076,0.0,1.0
dn_vnc,DNae009,AN16B081,0.0,1.0
dn_vnc,DNae009,ANXXX318,0.0,1.0
dn_vnc,DNae009,IN00A040,0.0,1.0
dn_vnc,DNae009,IN00A054,0.0,1.0
dn_vnc,DNae009,IN00A056,0.0,1.0
dn_vnc,DNae009,IN00A057,0.0,1.0
dn_vnc,DNae009,IN01A023,0.0,1.0
dn_vnc,DNae009,IN02A010,0.0,1.0
dn_vnc,DNae009,IN02A015,0.0,1.0
dn_vnc,DNae009,IN02A024,0.0,1.0
dn_vnc,DNae009,IN02A043,0.0,1.0
dn_vnc,DNae009,IN02A048,0.0,1.0
dn_vnc,DNae009,IN02A050,0.0,1.0
dn_vnc,DNae009,IN02A053,0.0,1.0
dn_vnc,DNae009,IN02A062,0.0,1.0
dn_vnc,DNae009,IN03B038,0.0,1.0
dn_vnc,DNae009,IN03B043,0.0,1.0
dn_vnc,DNae009,IN03B052,0.0,1.0
dn_vnc,DNae009,IN03B055,0.0,1.0
dn_vnc,DNae009,IN03B065,0.0,1.0
dn_vnc,DNae009,IN03B069,0.0,1.0
dn_vnc,DNae009,IN03B072,0.0,1.0
dn_vnc,DNae009,IN03B075,0.0,1.0
dn_vnc,DNae009,IN03B076,0.0,1.0
dn_vnc,DNae009,IN03B077,0.0,1.0
dn_vnc,DNae009,IN03B078,0.0,1.0
dn_vnc,DNae009,IN03B080,0.0,1.0
dn_vnc,DNae009,IN03B081,0.0,1.0
dn_vnc,DNae009,IN03B083,0.0,1.0
dn_vnc,DNae009,IN03B086_b,0.0,1.0
dn_vnc,DNae009,IN03B086_c,0.0,1.0
dn_vnc,DNae009,IN03B086_e,0.0,1.0
dn_vnc,DNae009,IN03B089,0.0,1.0
dn_vnc,DNae009,IN03B090,0.0,1.0
dn_vnc,DNae009,IN03B092,0.0,1.0
dn_vnc,DNae009,IN03B094,0.0,1.0
dn_vnc,DNae009,IN05B016,0.0,1.0
dn_vnc,DNae009,IN06A003,0.0,1.0
dn_vnc,DNae009,IN06A019,0.0,1.0
dn_vnc,DNae009,IN06A020,0.0,1.0
dn_vnc,DNae009,IN06A058,0.0,1.0
dn_vnc,DNae009,IN06A086,0.0,1.0
dn_vnc,DNae009,IN06A087,0.0,1.0
dn_vnc,DNae009,IN06A103,0.0,1.0
dn_vnc,DNae009,IN06A127,0.0,1.0
dn_vnc,DNae009,IN06B008,0.0,1.0
dn_vnc,DNae009,IN06B016,0.0,1.0
dn_vnc,DNae009,IN06B054,0.0,1.0
dn_vnc,DNae009,IN06B059,0.0,1.0
dn_vnc,DNae009,IN06B081,0.0,1.0
dn_vnc,DNae009,IN07B023,0.0,1.0
dn_vnc,DNae009,IN07B031,0.0,1.0
dn_vnc,DNae009,IN07B032,0.0,1.0
dn_vnc,DNae009,IN07B047,0.0,1.0
dn_vnc,DNae009,IN07B076_b,0.0,1.0
dn_vnc,DNae009,IN07B076_c,0.0,1.0
dn_vnc,DNae009,IN07B076_d,0.0,1.0
dn_vnc,DNae009,IN08A011,0.0,1.0
dn_vnc,DNae009,IN08A016,0.0,1.0
dn_vnc,DNae009,IN08B075,0.0,1.0
dn_vnc,DNae009,IN08B080,0.0,1.0
dn_vnc,DNae009,IN08B083_c,0.0,1.0
dn_vnc,DNae009,IN08B087,0.0,1.0
dn_vnc,DNae009,IN11A018,0.0,1.0
dn_vnc,DNae009,IN11A026,0.0,1.0
dn_vnc,DNae009,IN11A028,0.0,1.0
dn_vnc,DNae009,IN11A035,0.0,1.0
dn_vnc,DNae009,IN11A048,0.0,1.0
dn_vnc,DNae009,IN11A049,0.0,1.0
dn_vnc,DNae009,IN11B016_a,0.0,1.0
dn_vnc,DNae009,IN11B016_b,0.0,1.0
dn_vnc,DNae009,IN11B016_c,0.0,1.0
dn_vnc,DNae009,IN11B017_a,0.0,1.0
dn_vnc,DNae009,IN11B017_b,0.0,1.0
dn_vnc,DNae009,IN11B022_a,0.0,1.0
dn_vnc,DNae009,IN11B022_b,0.0,1.0
dn_vnc,DNae009,IN11B022_c,0.0,1.0
dn_vnc,DNae009,IN11B022_d,0.0,1.0
dn_vnc,DNae009,IN11B022_e,0.0,1.0
dn_vnc,DNae009,IN11B023,0.0,1.0
dn_vnc,DNae009,IN11B025,0.0,1.0
dn_vnc,DNae009,IN12A008,0.0,1.0
dn_vnc,DNae009,IN12A012,0.0,1.0
dn_vnc,DNae009,IN12A015,0.0,1.0
dn_vnc,DNae009,IN12A026,0.0,1.0
dn_vnc,DNae009,IN12A044,0.0,1.0
dn_vnc,DNae009,IN12A054,0.0,1.0
dn_vnc,DNae009,IN12A057_a,0.0,1.0
dn_vnc,DNae009,IN12A057_b,0.0,1.0
dn_vnc,DNae009,IN12A059_a,0.0,1.0
dn_vnc,DNae009,IN12A059_b,0.0,1.0
dn_vnc,DNae009,IN12A059_c,0.0,1.0
dn_vnc,DNae009,IN12A059_d,0.0,1.0
dn_vnc,DNae009,IN12A059_e,0.0,1.0
dn_vnc,DNae009,IN12A059_f,0.0,1.0
dn_vnc,DNae009,IN12A059_g,0.0,1.0
dn_vnc,DNae009,IN12A060_a,0.0,1.0
dn_vnc,DNae009,IN12A060_b,0.0,1.0
dn_vnc,DNae009,IN12A063_b,0.0,1.0
dn_vnc,DNae009,IN12A063_c,0.0,1.0
dn_vnc,DNae009,IN12A063_d,0.0,1.0
dn_vnc,DNae009,IN12A063_e,0.0,1.0
dn_vnc,DNae009,IN12B002,0.0,1.0
dn_vnc,DNae009,IN12B018,0.0,1.0
dn_vnc,DNae009,IN13A013,0.0,1.0
dn_vnc,DNae009,IN14B003,0.0,1.0
dn_vnc,DNae009,IN16B014,0.0,1.0
dn_vnc,DNae009,IN16B069,0.0,1.0
dn_vnc,DNae009,IN16B093,0.0,1.0
dn_vnc,DNae009,IN16B100_c,0.0,1.0
dn_vnc,DNae009,IN17B010,0.0,1.0
dn_vnc,DNae009,IN19A017,0.0,1.0
dn_vnc,DNae009,IN19A024,0.0,1.0
dn_vnc,DNae009,IN19A026,0.0,1.0
dn_vnc,DNae009,IN19A142,0.0,1.0
dn_vnc,DNae009,IN19B007,0.0,1.0
dn_vnc,DNae009,IN19B071,0.0,1.0
dn_vnc,DNae009,IN19B088,0.0,1.0
dn_vnc,DNae009,IN19B092,0.0,1.0
dn_vnc,DNae009,IN20A.22A039,0.0,1.0
dn_vnc,DNae009,IN21A020,0.0,1.0
dn_vnc,DNae009,IN21A027,0.0,1.0
dn_vnc,DNae009,IN27X007,0.0,1.0
dn_vnc,DNae009,INXXX034,0.0,1.0
dn_vnc,DNae009,INXXX119,0.0,1.0
dn_vnc,DNae009,INXXX138,0.0,1.0
dn_vnc,DNae009,INXXX251,0.0,1.0
dn_vnc,DNae009,INXXX276,0.0,1.0
dn_vnc,DNae009,INXXX290,0.0,1.0
dn_vnc,DNae009,INXXX337,0.0,1.0
dn_vnc,DNae009,INXXX423,0.0,1.0
dn_vnc,DNae009,INXXX437,0.0,1.0
dn_vnc,DNae009,"INXXX447,INXXX449",0.0,1.0
dn_vnc,DNae009,i2 MN,0.0,1.0
dn_vnc,DNae009,vMS11,0.0,1.0
dn_vnc,DNae010,IN00A053,0.0,1.0
dn_vnc,DNae010,IN01A022,0.0,1.0
dn_vnc,DNae010,IN02A007,0.0,1.0
dn_vnc,DNae010,IN02A029,0.0,1.0
dn_vnc,DNae010,IN02A033,0.0,1.0
dn_vnc,DNae010,IN03B008,0.0,1.0
dn_vnc,DNae010,IN03B015,0.0,1.0
dn_vnc,DNae010,IN03B032,0.0,1.0
dn_vnc,DNae010,IN03B037,0.0,1.0
dn_vnc,DNae010,IN06A002,0.0,1.0
dn_vnc,DNae010,IN06A009,0.0,1.0
dn_vnc,DNae010,IN06A014,0.0,1.0
dn_vnc,DNae010,IN06A019,0.0,1.0
dn_vnc,DNae010,IN06A035,0.0,1.0
dn_vnc,DNae010,IN06A044,0.0,1.0
dn_vnc,DNae010,IN06A045,0.0,1.0
dn_vnc,DNae010,IN06A059,0.0,1.0
dn_vnc,DNae010,IN06A070,0.0,1.0
dn_vnc,DNae010,IN06A076_c,0.0,1.0
dn_vnc,DNae010,IN06A082,0.0,1.0
dn_vnc,DNae010,IN06A093,0.0,1.0
dn_vnc,DNae010,IN06B058,0.0,1.0
dn_vnc,DNae010,IN07B009,0.0,1.0
dn_vnc,DNae010,IN07B019,0.0,1.0
dn_vnc,DNae010,IN07B023,0.0,1.0
dn_vnc,DNae010,IN07B076_a,0.0,1.0
dn_vnc,DNae010,IN07B076_b,0.0,1.0
dn_vnc,DNae010,IN07B081,0.0,1.0
dn_vnc,DNae010,IN07B103,0.0,1.0
dn_vnc,DNae010,IN11A028,0.0,1.0
dn_vnc,DNae010,IN11B002,0.0,1.0
dn_vnc,DNae010,IN11B011,0.0,1.0
dn_vnc,DNae010,IN12A008,0.0,1.0
dn_vnc,DNae010,IN12A043_a,0.0,1.0
dn_vnc,DNae010,IN12A054,0.0,1.0
dn_vnc,DNae010,IN12A058,0.0,1.0
dn_vnc,DNae010,IN12A060_a,0.0,1.0
dn_vnc,DNae010,IN12A061_a,0.0,1.0
dn_vnc,DNae010,IN12A061_c,0.0,1.0
dn_vnc,DNae010,IN12A063_c,0.0,1.0
dn_vnc,DNae010,IN12A063_d,0.0,1.0
dn_vnc,DNae010,IN12A063_e,0.0,1.0
dn_vnc,DNae010,IN13A013,0.0,1.0
dn_vnc,DNae010,IN14B004,0.0,1.0
dn_vnc,DNae010,IN18B020,0.0,1.0
dn_vnc,DNae010,IN19A026,0.0,1.0
dn_vnc,DNae010,IN19A036,0.0,1.0
dn_vnc,DNae010,IN19B043,0.0,1.0
dn_vnc,DNae010,IN20A.22A003,0.0,1.0
dn_vnc,DNae010,IN21A011,0.0,1.0
dn_vnc,DNae010,INXXX003,0.0,1.0
dn_vnc,DNae010,INXXX179,0.0,1.0
dn_vnc,DNae010,MNad02,0.0,1.0
dn_vnc,DNae010,MNad40,0.0,1.0
dn_vnc,DNae010,MNad41,0.0,1.0
dn_vnc,DNae010,MNad42,0.0,1.0
dn_vnc,DNae010,MNhm03,0.0,1.0
dn_vnc,DNae010,hg1 MN,0.0,1.0
dn_vnc,DNae010,hg2 MN,0.0,1.0
dn_vnc,DNae010,hg3 MN,0.0,1.0
dn_vnc,DNae010,hg4 MN,0.0,1.0
dn_vnc,DNae010,w-cHIN,0.0,1.0
dn_vnc,DNb01,IN00A040,0.0,1.0
dn_vnc,DNb01,IN00A053,0.0,1.0
dn_vnc,DNb01,IN00A054,0.0,1.0
dn_vnc,DNb01,IN01A022,0.0,1.0
dn_vnc,DNb01,IN01A025,0.0,1.0
dn_vnc,DNb01,IN01A035,0.0,1.0
dn_vnc,DNb01,IN01A038,0.0,1.0
dn_vnc,DNb01,IN01A041,0.0,1.0
dn_vnc,DNb01,IN02A007,0.0,1.0
dn_vnc,DNb01,IN02A010,0.0,1.0
dn_vnc,DNb01,IN02A033,0.0,1.0
dn_vnc,DNb01,IN02A043,0.0,1.0
dn_vnc,DNb01,IN03B008,0.0,1.0
dn_vnc,DNb01,IN03B015,0.0,1.0
dn_vnc,DNb01,IN03B016,0.0,1.0
dn_vnc,DNb01,IN03B019,0.0,1.0
dn_vnc,DNb01,IN03B022,0.0,1.0
dn_vnc,DNb01,IN03B028,0.0,1.0
dn_vnc,DNb01,IN03B032,0.0,1.0
dn_vnc,DNb01,IN03B037,0.0,1.0
dn_vnc,DNb01,IN03B058,0.0,1.0
dn_vnc,DNb01,IN04B006,0.0,1.0
dn_vnc,DNb01,IN04B081,0.0,1.0
dn_vnc,DNb01,IN06A002,0.0,1.0
dn_vnc,DNb01,IN06A009,0.0,1.0
dn_vnc,DNb01,IN06A019,0.0,1.0
dn_vnc,DNb01,IN06A035,0.0,1.0
dn_vnc,DNb01,IN06A044,0.0,1.0
dn_vnc,DNb01,IN06A045,0.0,1.0
dn_vnc,DNb01,IN06A046,0.0,1.0
dn_vnc,DNb01,IN06A059,0.0,1.0
dn_vnc,DNb01,IN06A065,0.0,1.0
dn_vnc,DNb01,IN06A082,0.0,1.0
dn_vnc,DNb01,IN06A087,0.0,1.0
dn_vnc,DNb01,IN06B013,0.0,1.0
dn_vnc,DNb01,IN06B038,0.0,1.0
dn_vnc,DNb01,IN06B042,0.0,1.0
dn_vnc,DNb01,IN06B081,0.0,1.0
dn_vnc,DNb01,IN07B006,0.0,1.0
dn_vnc,DNb01,IN07B009,0.0,1.0
dn_vnc,DNb01,IN07B012,0.0,1.0
dn_vnc,DNb01,IN07B019,0.0,1.0
dn_vnc,DNb01,IN07B032,0.0,1.0
dn_vnc,DNb01,IN07B054,0.0,1.0
dn_vnc,DNb01,IN07B055,0.0,1.0
dn_vnc,DNb01,IN07B058,0.0,1.0
dn_vnc,DNb01,IN07B066,0.0,1.0
dn_vnc,DNb01,IN07B080,0.0,1.0
dn_vnc,DNb01,IN07B081,0.0,1.0
dn_vnc,DNb01,IN07B084,0.0,1.0
dn_vnc,DNb01,IN08A011,0.0,1.0
dn_vnc,DNb01,IN08A023,0.0,1.0
dn_vnc,DNb01,IN08A027,0.0,1.0
dn_vnc,DNb01,IN08A034,0.0,1.0
dn_vnc,DNb01,IN08A038,0.0,1.0
dn_vnc,DNb01,IN08A046,0.0,1.0
dn_vnc,DNb01,IN08B003,0.0,1.0
dn_vnc,DNb01,IN11A018,0.0,1.0
dn_vnc,DNb01,IN11A026,0.0,1.0
dn_vnc,DNb01,IN11A031,0.0,1.0
dn_vnc,DNb01,IN11A036,0.0,1.0
dn_vnc,DNb01,IN11A037_a,0.0,1.0
dn_vnc,DNb01,IN11A037_b,0.0,1.0
dn_vnc,DNb01,IN11B002,0.0,1.0
dn_vnc,DNb01,IN12A008,0.0,1.0
dn_vnc,DNb01,IN12A012,0.0,1.0
dn_vnc,DNb01,IN12A054,0.0,1.0
dn_vnc,DNb01,IN12A057_a,0.0,1.0
dn_vnc,DNb01,IN12A058,0.0,1.0
dn_vnc,DNb01,IN12A063_b,0.0,1.0
dn_vnc,DNb01,IN12A063_c,0.0,1.0
dn_vnc,DNb01,IN12B018,0.0,1.0
dn_vnc,DNb01,IN13A013,0.0,1.0
dn_vnc,DNb01,IN14B004,0.0,1.0
dn_vnc,DNb01,IN16B061,0.0,1.0
dn_vnc,DNb01,IN18B020,0.0,1.0
dn_vnc,DNb01,IN18B034,0.0,1.0
dn_vnc,DNb01,IN18B041,0.0,1.0
dn_vnc,DNb01,IN19A003,0.0,1.0
dn_vnc,DNb01,IN19A005,0.0,1.0
dn_vnc,DNb01,IN19B043,0.0,1.0
dn_vnc,DNb01,IN20A.22A003,0.0,1.0
dn_vnc,DNb01,IN21A026,0.0,1.0
dn_vnc,DNb01,IN21A027,0.0,1.0
dn_vnc,DNb01,IN21A043,0.0,1.0
dn_vnc,DNb01,IN21A050,0.0,1.0
dn_vnc,DNb01,IN21A052,0.0,1.0
dn_vnc,DNb01,IN21A054,0.0,1.0
dn_vnc,DNb01,IN21A058,0.0,1.0
dn_vnc,DNb01,IN21A063,0.0,1.0
dn_vnc,DNb01,IN21A087,0.0,1.0
dn_vnc,DNb01,"IN21A091,IN21A092",0.0,1.0
dn_vnc,DNb01,IN21A098,0.0,1.0
dn_vnc,DNb01,IN23B001,0.0,1.0
dn_vnc,DNb01,IN27X014,0.0,1.0
dn_vnc,DNb01,INXXX003,0.0,1.0
dn_vnc,DNb01,INXXX063,0.0,1.0
dn_vnc,DNb01,INXXX089,0.0,1.0
dn_vnc,DNb01,MNad02,0.0,1.0
dn_vnc,DNb01,MNad40,0.0,1.0
dn_vnc,DNb01,MNad41,0.0,1.0
dn_vnc,DNb01,MNad42,0.0,1.0
dn_vnc,DNb01,MNhm03,0.0,1.0
dn_vnc,DNb01,MNnm08,0.0,1.0
dn_vnc,DNb01,Sternal anterior rotator MN,2.3025851249694824,10.0
dn_vnc,DNb01,b3 MN,0.0,1.0
dn_vnc,DNb01,hg1 MN,0.0,1.0
dn_vnc,DNb01,hg2 MN,0.0,1.0
dn_vnc,DNb01,hg3 MN,0.0,1.0
dn_vnc,DNb01,hg4 MN,0.0,1.0
dn_vnc,DNb01,i1 MN,0.0,1.0
dn_vnc,DNb01,nan,0.0,1.0
dn_vnc,DNb01,w-cHIN,0.0,1.0
dn_vnc,DNb02,ADNM1 MN,0.0,1.0
dn_vnc,DNb02,ADNM2 MN,0.0,1.0
dn_vnc,DNb02,FNM2,0.0,1.0
dn_vnc,DNb02,IN01A018,0.0,1.0
dn_vnc,DNb02,IN01A023,0.0,1.0
dn_vnc,DNb02,IN01A082,0.0,1.0
dn_vnc,DNb02,IN02A018,0.0,1.0
dn_vnc,DNb02,IN02A029,0.0,1.0
dn_vnc,DNb02,IN02A032,0.0,1.0
dn_vnc,DNb02,IN02A033,0.0,1.0
dn_vnc,DNb02,IN03B005,0.0,1.0
dn_vnc,DNb02,IN03B015,0.0,1.0
dn_vnc,DNb02,IN03B022,0.0,1.0
dn_vnc,DNb02,IN03B042,0.0,1.0
dn_vnc,DNb02,IN04B081,0.0,1.0
dn_vnc,DNb02,IN06A002,0.0,1.0
dn_vnc,DNb02,IN06A004,0.0,1.0
dn_vnc,DNb02,IN06A013,0.0,1.0
dn_vnc,DNb02,IN06A020,0.0,1.0
dn_vnc,DNb02,IN06A036,0.0,1.0
dn_vnc,DNb02,IN06A061,0.0,1.0
dn_vnc,DNb02,IN06A077,0.0,1.0
dn_vnc,DNb02,IN06A078,0.0,1.0
dn_vnc,DNb02,IN06A125,0.0,1.0
dn_vnc,DNb02,IN06A132,0.0,1.0
dn_vnc,DNb02,IN06A138,0.0,1.0
dn_vnc,DNb02,IN06B042,0.0,1.0
dn_vnc,DNb02,IN07B006,0.0,1.0
dn_vnc,DNb02,IN07B053,0.0,1.0
dn_vnc,DNb02,IN07B063,0.0,1.0
dn_vnc,DNb02,IN07B077,0.0,1.0
dn_vnc,DNb02,IN07B092_a,0.0,1.0
dn_vnc,DNb02,IN07B092_d,0.0,1.0
dn_vnc,DNb02,IN08B037,0.0,1.0
dn_vnc,DNb02,IN08B076,0.0,1.0
dn_vnc,DNb02,IN08B082,0.0,1.0
dn_vnc,DNb02,IN11A036,0.0,1.0
dn_vnc,DNb02,IN11B022_a,0.0,1.0
dn_vnc,DNb02,IN11B022_d,0.0,1.0
dn_vnc,DNb02,IN12A012,0.0,1.0
dn_vnc,DNb02,IN12A018,0.0,1.0
dn_vnc,DNb02,IN14B003,0.0,1.0
dn_vnc,DNb02,IN14B007,0.0,1.0
dn_vnc,DNb02,IN16B087,0.0,1.0
dn_vnc,DNb02,IN16B093,0.0,1.0
dn_vnc,DNb02,IN19A003,0.0,1.0
dn_vnc,DNb02,IN19A142,0.0,1.0
dn_vnc,DNb02,IN21A001,0.0,1.0
dn_vnc,DNb02,"IN21A045,IN21A046",0.0,1.0
dn_vnc,DNb02,IN21A064,0.0,1.0
dn_vnc,DNb02,IN21A087,0.0,1.0
dn_vnc,DNb02,INXXX119,0.0,1.0
dn_vnc,DNb02,INXXX468,0.0,1.0
dn_vnc,DNb02,MNhm03,0.0,1.0
dn_vnc,DNb02,MNnm03,0.0,1.0
dn_vnc,DNb02,MNnm11,0.0,1.0
dn_vnc,DNb02,MNnm14,0.0,1.0
dn_vnc,DNb02,hg3 MN,0.0,1.0
dn_vnc,DNb02,w-cHIN,0.0,1.0
dn_vnc,DNb03,ADNM1 MN,0.0,1.0
dn_vnc,DNb03,ADNM2 MN,0.0,1.0
dn_vnc,DNb03,IN01A023,0.0,1.0
dn_vnc,DNb03,IN02A066,0.0,1.0
dn_vnc,DNb03,IN03B067,0.0,1.0
dn_vnc,DNb03,IN03B079,0.0,1.0
dn_vnc,DNb03,IN03B084,0.0,1.0
dn_vnc,DNb03,IN06A020,0.0,1.0
dn_vnc,DNb03,IN06A033,0.0,1.0
dn_vnc,DNb03,IN06A036,0.0,1.0
dn_vnc,DNb03,IN06A051,0.0,1.0
dn_vnc,DNb03,IN06A052,0.0,1.0
dn_vnc,DNb03,IN06A055,0.0,1.0
dn_vnc,DNb03,IN06A056,0.0,1.0
dn_vnc,DNb03,IN06A067_e,0.0,1.0
dn_vnc,DNb03,IN06A099,0.0,1.0
dn_vnc,DNb03,IN06A108,0.0,1.0
dn_vnc,DNb03,IN06A115,0.0,1.0
dn_vnc,DNb03,IN06A120_c,0.0,1.0
dn_vnc,DNb03,IN06A137,0.0,1.0
dn_vnc,DNb03,IN06B014,0.0,1.0
dn_vnc,DNb03,IN07B006,0.0,1.0
dn_vnc,DNb03,IN07B032,0.0,1.0
dn_vnc,DNb03,IN07B038,0.0,1.0
dn_vnc,DNb03,IN07B053,0.0,1.0
dn_vnc,DNb03,IN07B059,0.0,1.0
dn_vnc,DNb03,IN07B063,0.0,1.0
dn_vnc,DNb03,IN07B064,0.0,1.0
dn_vnc,DNb03,IN07B067,0.0,1.0
dn_vnc,DNb03,IN07B075,0.0,1.0
dn_vnc,DNb03,IN07B083_c,0.0,1.0
dn_vnc,DNb03,IN07B083_d,0.0,1.0
dn_vnc,DNb03,IN07B092_c,0.0,1.0
dn_vnc,DNb03,IN08B082,0.0,1.0
dn_vnc,DNb03,IN11A018,0.0,1.0
dn_vnc,DNb03,IN11A034,0.0,1.0
dn_vnc,DNb03,IN16B059,0.0,1.0
dn_vnc,DNb03,IN16B066,0.0,1.0
dn_vnc,DNb03,IN16B087,0.0,1.0
dn_vnc,DNb03,IN16B092,0.0,1.0
dn_vnc,DNb03,IN16B093,0.0,1.0
dn_vnc,DNb03,IN16B100_a,0.0,1.0
dn_vnc,DNb03,IN19B081,0.0,1.0
dn_vnc,DNb03,IN19B092,0.0,1.0
dn_vnc,DNb03,IN19B111,0.0,1.0
dn_vnc,DNb03,INXXX193,0.0,1.0
dn_vnc,DNb03,b3 MN,0.0,1.0
dn_vnc,DNb03,nan,0.0,1.0
dn_vnc,DNb04,IN01A087_a,0.0,1.0
dn_vnc,DNb04,IN02A015,0.0,1.0
dn_vnc,DNb04,IN02A020,0.0,1.0
dn_vnc,DNb04,IN02A023,0.0,1.0
dn_vnc,DNb04,IN02A038,0.0,1.0
dn_vnc,DNb04,IN02A048,0.0,1.0
dn_vnc,DNb04,IN02A050,0.0,1.0
dn_vnc,DNb04,IN03B038,0.0,1.0
dn_vnc,DNb04,IN03B043,0.0,1.0
dn_vnc,DNb04,IN03B081,0.0,1.0
dn_vnc,DNb04,IN03B086_e,0.0,1.0
dn_vnc,DNb04,IN03B089,0.0,1.0
dn_vnc,DNb04,IN03B090,0.0,1.0
dn_vnc,DNb04,IN03B092,0.0,1.0
dn_vnc,DNb04,IN06A023,0.0,1.0
dn_vnc,DNb04,IN06B025,0.0,1.0
dn_vnc,DNb04,IN06B050,0.0,1.0
dn_vnc,DNb04,IN06B053,0.0,1.0
dn_vnc,DNb04,IN06B064,0.0,1.0
dn_vnc,DNb04,IN06B071,0.0,1.0
dn_vnc,DNb04,IN06B076,0.0,1.0
dn_vnc,DNb04,IN06B081,0.0,1.0
dn_vnc,DNb04,IN06B086,0.0,1.0
dn_vnc,DNb04,IN11A048,0.0,1.0
